Entity,Year,Coal,Elec_Generated,Other_Fossil_Fuels,Gas,Oil,Other_Renewables,Hydro,Nuclear,Solar,Wind,Pry_Energy_Consumption,CO2_Emissions,Population,GDP
Algeria,1990,7.66417,16.104,314.57452,195.09874,111.811615,0.0,0.39919358,0.0,0.0,0.0,314.97372,76737624.0,25375816.0,118000000000.0
Algeria,1991,7.9084,17.345,311.22867,192.69249,110.627785,0.0,0.86639774,0.0,0.0,0.0,312.0951,78806830.0,25987937.0,121000000000.0
Algeria,1992,9.397039,18.286,319.63843,198.94875,111.292656,0.0,0.58844084,0.0,0.0,0.0,320.22687,79883310.0,26628568.0,128000000000.0
Algeria,1993,7.6525397,19.414,296.95114,178.54373,110.754875,0.0,1.0438172,0.0,0.0,0.0,297.99496,81943970.0,27277040.0,130000000000.0
Algeria,1994,7.2106,19.883,301.43024,188.16875,106.05089,0.0,0.49086028,0.0,0.0,0.0,301.92108,88608390.0,27887276.0,134000000000.0
Algeria,1995,7.2106,19.715,312.57413,202.22125,103.14228,0.0,0.57069886,0.0,0.0,0.0,313.14484,96776920.0,28470194.0,145000000000.0
Algeria,1996,3.3959599,20.654,309.5255,207.70749,98.42207,0.0,0.39919358,0.0,0.0,0.0,309.92474,100039430.0,29033045.0,157000000000.0
Algeria,1997,5.95456,21.497,297.638,194.04001,97.64342,0.0,0.22177416,0.0,0.0,0.0,297.85977,88369416.0,29579300.0,165000000000.0
Algeria,1998,6.37324,23.262,307.71323,200.68124,100.65875,0.0,0.6357528,0.0,0.0,0.0,308.349,106536560.0,30054135.0,180000000000.0
Algeria,1999,6.82681,24.757,310.83392,205.10875,98.898346,0.0,0.6002689,0.0,0.0,0.0,311.43417,91449100.0,30474359.0,193000000000.0
Algeria,2000,5.6405497,25.4,299.78595,191.01292,103.13248,0.0,0.1596775,0.0,0.0,0.0,299.94562,85398600.0,30903895.0,209000000000.0
Algeria,2001,6.5127997,26.62,310.61023,197.32211,106.77533,0.0,0.2027075,0.0,0.0,0.0,310.81296,86839250.0,31331226.0,223000000000.0
Algeria,2002,8.54805,27.65,321.78415,194.83887,118.397224,0.0,0.16637361,0.0,0.0,0.0,321.9505,90692380.0,31750833.0,245000000000.0
Algeria,2003,7.0477796,29.57,336.15356,205.93167,123.17411,0.0,0.76853275,0.0,0.0,0.0,336.9221,94580616.0,32175813.0,274000000000.0
Algeria,2004,8.408489,31.25,349.0545,211.89917,128.74683,0.0,0.72329473,0.0,0.0,0.0,349.7778,91714220.0,32628286.0,297000000000.0
Algeria,2005,6.9082203,33.91,364.68146,223.55986,134.21338,0.0,1.5900536,0.0,0.0,0.0,366.2715,110992510.0,33109258.0,327000000000.0
Algeria,2006,10.25766,35.23,378.6009,228.4975,139.84572,0.0,0.61916,0.0,0.0,0.0,379.22003,105896180.0,33623505.0,346000000000.0
Algeria,2007,8.80391,37.19,399.00073,233.80681,156.39,0.0,0.63904226,0.0,0.0,0.0,399.63977,109889440.0,34189420.0,372000000000.0
Algeria,2008,8.80391,40.23,422.76166,244.04187,169.9159,0.0,0.79524636,0.0,0.0,0.0,423.55692,111087410.0,34816962.0,396000000000.0
Algeria,2009,5.65218,38.5,447.9042,262.1176,180.13441,0.0,0.9551075,0.0,0.0,0.0,448.8593,118856330.0,35490443.0,418000000000.0
Algeria,2010,3.6053,45.73,438.48944,253.27225,181.61191,0.0,0.48017526,0.0,0.025257777,0.0,438.99487,118353256.0,36188236.0,451000000000.0
Algeria,2011,3.1982498,51.22,463.3955,267.9696,192.22765,0.0,1.0427713,0.0,0.049983334,0.0,464.48825,125094570.0,36903375.0,482000000000.0
Algeria,2012,3.3959599,57.4,506.53198,298.74075,204.39526,0.0,1.0666127,0.0,0.07327278,0.0,507.67184,135674290.0,37646164.0,498000000000.0
Algeria,2013,1.83754,59.89,536.629,321.21512,213.57639,0.0,0.26981637,0.0,0.077946946,0.0,536.9768,140786380.0,38414176.0,512000000000.0
Algeria,2014,2.08177,64.27,584.9252,360.91824,221.92514,0.0,0.5228558,0.0,0.16254583,0.002709097,585.6132,151282780.0,39205035.0,532000000000.0
Algeria,2015,1.5467899,68.84,616.9203,379.225,236.14848,0.0,0.3904811,0.0,0.1561925,0.05116639,617.5181,160087460.0,40019528.0,552000000000.0
Algeria,2016,0.56987,71.04,616.0962,385.9625,229.56384,0.0,0.19274665,0.0,0.65587413,0.051003054,616.9958,158481630.0,40850720.0,569000000000.0
Algeria,2017,2.1166599,76.07,622.2538,394.625,225.51212,0.0,0.14903222,0.0,1.3412902,0.050564446,623.7946,165173870.0,41689304.0,577000000000.0
Algeria,2018,5.815,76.71,667.6884,434.0875,227.7859,0.0,0.30955,0.0,1.5953735,0.026457276,669.61975,172705260.0,42505033.0,584000000000.0
Algeria,2019,4.80319,81.58,692.3007,450.54623,236.9513,0.0,0.40066776,0.0,1.6211231,0.02635972,694.3489,179906580.0,43294550.0,590000000000.0
Algeria,2020,1.52353,79.22,646.94934,433.50037,211.92543,0.0,0.13026388,0.0,1.799008,0.020222416,648.8988,168177860.0,44042093.0,560000000000.0
Algeria,2021,3.10521,85.45,705.838,481.5291,221.20369,0.0,0.024335083,0.0,1.7374732,0.027475111,707.6273,179596320.0,44761101.0,579000000000.0
Algeria,2022,2.17481,88.18,732.41565,503.38748,226.85338,0.0,0.04171417,0.0,1.6920305,0.04171417,734.1911,184558080.0,45477391.0,596000000000.0
Argentina,1990,12.266131,51.004894,439.55945,197.32025,229.97305,0.425,52.377666,20.659946,0.0,0.0,513.02167,112148700.0,32755907.0,339000000000.0
Argentina,1991,10.794012,53.85427,451.99594,200.91849,240.28345,0.418,46.925213,22.007765,0.0,0.0,521.34717,117754900.0,33230292.0,376000000000.0
Argentina,1992,12.168163,56.107098,482.13098,217.25648,252.70636,0.415,56.670963,20.092442,0.0,0.0,559.3094,121534696.0,33693532.0,417000000000.0
Argentina,1993,8.069987,61.86878,485.26276,229.41273,247.78004,0.306,70.28262,21.99074,0.0,0.0,577.8426,118001064.0,34152718.0,445000000000.0
Argentina,1994,7.065107,65.62203,504.39178,235.83125,261.49545,0.316,80.68641,23.366934,0.0,0.0,608.76117,118469420.0,34613491.0,473000000000.0
Argentina,1995,7.414152,67.16925,529.43555,262.47775,259.54364,0.38,78.3711,20.049881,0.0,0.0,628.23645,125276640.0,35070016.0,462000000000.0
Argentina,1996,7.766816,69.75982,568.77454,301.18326,259.82446,0.712,66.44853,21.165024,0.0,0.028440276,657.1285,131149500.0,35513794.0,489000000000.0
Argentina,1997,6.1277137,72.46247,558.97894,277.55148,275.29974,0.571,82.57294,22.589457,0.0,0.04314833,664.75507,136553060.0,35947790.0,532000000000.0
Argentina,1998,8.23741,74.169556,588.23254,296.70972,283.28546,0.66,78.28777,21.147999,5.03e-05,0.09622333,688.4251,139320100.0,36372863.0,555000000000.0
Argentina,1999,9.885469,80.744736,611.69336,314.701,287.10687,0.836,63.270077,20.163382,7.69e-05,0.10284694,696.0661,148303870.0,36794686.0,538000000000.0
Argentina,2000,7.512647,88.98,595.41785,322.96722,264.93796,1.232,84.49667,17.527328,0.000106452,0.102779165,698.77704,143468700.0,37213985.0,536000000000.0
Argentina,2001,6.1568522,90.14,553.8556,302.35025,245.34851,1.159,107.4648,19.899952,0.000126325,0.14501223,682.52423,135136850.0,37624818.0,515000000000.0
Argentina,2002,4.5862966,84.59,531.8307,294.37573,232.86867,1.692,104.4325,16.304049,0.000137185,0.21425694,654.4735,124931020.0,38029346.0,461000000000.0
Argentina,2003,5.593865,92.07,579.38666,336.2905,237.5023,2.811,98.02586,21.055779,0.000188508,0.22607638,701.5056,134481250.0,38424284.0,503000000000.0
Argentina,2004,9.519818,100.26,632.2975,368.09125,254.68643,2.769,87.78204,21.759527,0.000201716,0.20876417,744.8173,157049420.0,38815915.0,550000000000.0
Argentina,2005,10.961645,105.75,670.5161,392.89,266.6645,2.926,97.97495,18.885078,0.000231936,0.20536307,790.5074,161588540.0,39216787.0,601000000000.0
Argentina,2006,9.9238205,113.43,697.75385,406.505,281.325,3.34,108.16867,21.081717,0.000256086,0.19815388,830.5426,174308940.0,39622113.0,652000000000.0
Argentina,2007,14.36036,113.52,754.09106,427.12198,312.6087,3.418,88.27875,19.682814,0.000307928,0.17416167,865.64545,173581010.0,40016766.0,715000000000.0
Argentina,2008,17.516068,121.91,765.599,431.88724,316.19568,3.85,87.67296,19.938072,0.000403806,0.117885,877.17804,187342380.0,40424149.0,747000000000.0
Argentina,2009,9.620937,122.32,730.0044,418.3556,302.02786,3.795,96.67863,21.929417,0.000212481,0.10285972,852.51086,178180670.0,40854832.0,706000000000.0
Argentina,2010,13.472079,126.0,761.782,420.87415,327.43576,4.397,92.593056,19.20336,0.000238394,0.07036527,883.96924,185945940.0,41288694.0,786000000000.0
Argentina,2011,14.618645,129.49,792.92834,438.3979,339.91183,4.436,86.033966,16.94204,0.004452472,0.07335416,909.091,189775150.0,41730655.0,838000000000.0
Argentina,2012,13.669181,136.02,830.8227,456.64206,360.51144,4.639,79.966896,16.844624,0.022409748,1.0141377,943.7065,191361730.0,42161718.0,829000000000.0
Argentina,2013,14.939302,139.45,857.796,460.2769,382.57983,4.874,89.3157,16.233166,0.041083056,1.2355814,981.39813,189537740.0,42582454.0,849000000000.0
Argentina,2014,15.891717,138.54,857.35706,461.54977,379.9156,4.733,87.82,14.334412,0.043193888,1.6782616,979.85767,188396530.0,43024072.0,828000000000.0
Argentina,2015,15.814129,145.42,870.1498,466.52567,387.81003,4.748,87.08391,18.18994,0.03954083,1.5978347,996.94006,191743840.0,43477009.0,850000000000.0
Argentina,2016,12.188642,147.18,870.1937,482.1001,375.905,3.757,79.64933,21.283125,0.038209442,1.4653004,992.4242,189920450.0,43900312.0,833000000000.0
Argentina,2017,12.525288,145.61,867.003,483.00027,371.47742,4.666,84.081566,15.547312,0.043690275,1.6275572,991.3971,186898880.0,44288898.0,856000000000.0
Argentina,2018,13.709147,146.78,855.35614,487.0214,354.6256,4.524,85.40055,17.446835,0.2860825,3.7377324,984.3456,180599310.0,44654876.0,834000000000.0
Argentina,2019,8.123962,139.53,795.54553,465.58914,321.83243,4.711,72.50111,21.353771,2.1079817,13.169229,927.35834,178508060.0,44973468.0,817000000000.0
Argentina,2020,10.015325,144.64,737.5228,439.31244,288.1951,7.021,62.16348,25.229185,3.5306728,24.71506,869.82855,165120860.0,45191960.0,736000000000.0
Argentina,2021,14.052401,153.15,824.28394,459.3407,350.8908,7.194,51.412483,25.535618,5.763542,33.85339,958.46265,191107840.0,45312283.0,812000000000.0
Argentina,2022,14.891581,150.83,885.2258,458.52835,411.80594,7.511,59.363388,18.686298,7.665182,36.930042,1029.381,204080690.0,45407904.0,855000000000.0
Australia,1990,444.34723,155.6535,1005.01117,167.75948,392.90448,2.424,43.643684,0.0,0.0,0.0,1051.0793,278160480.0,17126301.0,464000000000.0
Australia,1991,453.2639,157.9635,995.3396,160.82101,381.25473,2.297,46.28723,0.0,0.016115583,0.0,1043.9398,279534240.0,17353191.0,461000000000.0
Australia,1992,455.95834,161.4005,1011.1069,166.36957,388.77893,2.139,47.13884,0.0,0.035779443,0.0,1060.4203,284529000.0,17549282.0,479000000000.0
Australia,1993,458.88885,165.3825,1033.7987,172.49344,402.41638,2.139,48.456184,0.0,0.043171942,0.005913972,1084.4427,288873760.0,17722905.0,502000000000.0
Australia,1994,468.2639,170.1425,1075.5049,191.56656,415.6745,2.223,47.75538,0.0,0.051451664,0.016263444,1125.5514,293701200.0,17897430.0,528000000000.0
Australia,1995,484.16666,175.2245,1105.3599,193.4157,427.7775,2.635,46.2207,0.0,0.06254028,0.020698916,1154.2988,305055840.0,18095338.0,549000000000.0
Australia,1996,503.9583,180.127,1137.8003,194.82663,439.01538,3.021,47.21868,0.0,0.07569888,0.020698916,1188.1368,311940770.0,18305299.0,575000000000.0
Australia,1997,529.4583,188.9795,1166.8212,191.30504,446.05783,3.183,47.17137,0.0,0.090631664,0.022177415,1217.288,320333020.0,18504909.0,601000000000.0
Australia,1998,553.0833,199.471,1196.0067,196.9532,445.9702,3.451,46.714516,0.0,0.10526888,0.05322583,1246.3304,334135840.0,18701707.0,635000000000.0
Australia,1999,587.44305,206.8995,1245.3375,201.74052,456.15396,3.618,48.14422,0.0,0.12005389,0.12715055,1297.3473,343959500.0,18909979.0,665000000000.0
Australia,2000,591.6619,216.83,1253.1943,205.55078,455.98157,2.839,48.69126,0.0,0.13823916,0.39623666,1305.2594,350007970.0,19132473.0,692000000000.0
Australia,2001,585.69135,224.26,1264.4697,221.69318,457.08533,2.546,47.367424,0.0,0.15908112,0.84314525,1315.3853,357783680.0,19365437.0,714000000000.0
Australia,2002,598.8721,223.49,1288.9951,228.14816,461.9748,4.044,46.97864,0.0,0.17016806,1.5573441,1341.745,362536540.0,19595357.0,747000000000.0
Australia,2003,616.0213,225.95,1306.2241,229.94289,460.25992,5.4,47.012604,0.0,0.18328777,2.0418324,1360.8622,369629660.0,19819450.0,774000000000.0
Australia,2004,641.92114,229.23,1347.7528,234.53601,471.29572,8.987,45.203465,0.0,0.21021637,2.2909133,1404.4441,383159040.0,20046680.0,810000000000.0
Australia,2005,638.2223,230.74,1349.514,232.58981,478.70187,12.357,44.284695,0.0,0.24067,3.7197175,1410.3502,386176000.0,20294490.0,840000000000.0
Australia,2006,655.49884,237.99,1408.5713,259.4306,493.64178,12.553,42.524857,0.0,0.27742696,6.152049,1470.8378,392359970.0,20590565.0,867000000000.0
Australia,2007,649.8025,243.19,1446.2709,290.19815,506.2703,13.646,36.897484,0.0,0.32164195,8.064658,1506.167,399475000.0,20954545.0,911000000000.0
Australia,2008,677.2914,245.38,1475.3569,285.34958,512.7159,11.798,33.20126,0.0,0.39116,9.718445,1531.7455,404840480.0,21370595.0,938000000000.0
Australia,2009,654.86127,249.9,1450.3665,291.36435,504.14078,8.896,35.305607,0.0,0.8105625,12.393357,1509.5446,407093950.0,21783014.0,963000000000.0
Australia,2010,607.3943,250.97,1443.7653,317.06424,519.30676,7.794,38.153107,0.0,2.7135398,13.836261,1508.8386,405131000.0,22141583.0,994000000000.0
Australia,2011,592.0622,256.28,1469.9421,330.81964,547.0603,8.216,53.992386,0.0,5.6401973,17.743668,1558.6023,403858080.0,22479778.0,1020000000000.0
Australia,2012,554.4683,250.66,1448.736,332.84848,561.41907,9.889,46.711613,0.0,6.6135483,21.181452,1536.113,406196670.0,22852649.0,1060000000000.0
Australia,2013,526.2419,249.56,1454.2837,350.00482,578.03705,10.635,52.025497,0.0,10.485772,25.234642,1555.586,399067520.0,23236271.0,1090000000000.0
Australia,2014,521.88837,247.65,1472.9941,375.67746,575.4282,11.32,39.23857,0.0,13.415453,26.48685,1566.4581,392728900.0,23595599.0,1110000000000.0
Australia,2015,540.4112,253.99,1500.6578,389.9496,570.29706,11.741,37.93474,0.0,16.684376,31.865946,1601.2705,401496600.0,23947998.0,1140000000000.0
Australia,2016,540.06226,258.23,1491.0481,379.52664,571.4592,11.58,47.194626,0.0,19.91656,34.90778,1606.5027,410388100.0,24329961.0,1170000000000.0
Australia,2017,521.52594,258.97,1493.6255,372.84402,599.2556,11.369,35.926666,0.0,23.732206,35.15775,1601.6459,413817700.0,24731044.0,1200000000000.0
Australia,2018,508.88223,262.63,1490.4246,371.9078,609.6345,11.454,45.80114,0.0,32.627327,43.024693,1624.9872,415591170.0,25119700.0,1230000000000.0
Australia,2019,486.3916,265.9,1530.7457,440.5704,603.7836,11.07,36.958454,0.0,48.229267,51.326828,1679.8438,415769800.0,25482714.0,1260000000000.0
Australia,2020,468.06076,265.22,1413.1682,423.1734,521.934,10.887,37.8736,0.0,62.622658,59.372234,1585.1263,399183900.0,25743787.0,1230000000000.0
Australia,2021,452.4471,267.45,1383.7039,395.7571,535.49963,10.675,41.716854,0.0,81.624115,70.11614,1589.0751,389019520.0,25956416.0,1300000000000.0
Australia,2022,429.00577,273.55,1429.8296,432.26855,568.55524,10.172,43.436844,0.0,97.88252,78.34518,1661.016,384362140.0,26200987.0,1340000000000.0
Austria,1990,47.640278,49.27,237.00522,61.934902,127.43004,3.647,93.17177,0.0,0.0,0.0,333.82404,62183904.0,7679626.0,208000000000.0
Austria,1991,49.971664,50.16,252.50922,65.664185,136.87337,3.913,92.9778,0.0,0.0,0.0,349.40015,65782396.0,7757140.0,216000000000.0
Austria,1992,38.881744,49.89,237.50278,64.48223,134.1388,4.243,103.04635,0.0,0.0,0.0,344.7921,60282904.0,7842716.0,221000000000.0
Austria,1993,34.959053,51.31,239.55742,67.812454,136.78592,4.345,108.537926,0.0,0.002957,0.0,352.44324,60708864.0,7907492.0,223000000000.0
Austria,1994,35.454445,51.95,239.9541,69.75149,134.74817,3.864,105.58669,0.0,0.002957,0.0,349.40808,61083356.0,7938156.0,230000000000.0
Austria,1995,40.338642,55.05,252.11954,76.15716,135.62375,5.929,109.607376,0.0,0.002957,0.002957,367.66147,64060750.0,7950322.0,237000000000.0
Austria,1996,40.50991,53.45,269.42825,81.060875,147.85747,5.074,101.176674,0.0,0.002957,0.014784943,375.69647,67405240.0,7960918.0,243000000000.0
Austria,1997,42.96797,55.59,268.27747,78.12572,147.18378,5.463,106.76292,0.0,0.005913972,0.05913972,380.56857,67301820.0,7969802.0,250000000000.0
Austria,1998,37.829166,55.82,273.3342,80.20728,155.29774,5.883,109.89157,0.0,0.005913972,0.13306443,389.24725,66936730.0,7978465.0,260000000000.0
Austria,1999,37.68498,59.72,267.20245,81.92763,147.58986,5.098,120.346855,0.0,0.005913972,0.1508064,392.8037,65667800.0,7993895.0,270000000000.0
Austria,2000,42.470078,59.64,266.3776,78.20515,145.70236,4.879,123.707565,0.0,0.008870971,0.19811833,395.17072,66177100.0,8012929.0,280000000000.0
Austria,2001,43.878994,60.98,281.89987,82.881966,155.1389,5.324,118.849625,0.0,0.014688944,0.50529945,406.59348,70165580.0,8042232.0,285000000000.0
Austria,2002,44.579712,60.63,283.94098,81.48537,157.87592,4.852,117.41596,0.0,0.0262695,0.59252334,406.82816,71969400.0,8081638.0,291000000000.0
Austria,2003,47.54769,57.97,304.8075,89.629715,167.63007,5.464,96.32759,0.0,0.043501943,1.0614452,407.70358,77396060.0,8122605.0,294000000000.0
Austria,2004,46.576305,61.85,307.2326,90.49233,170.16396,6.574,105.936104,0.0,0.051869724,2.6626463,422.45746,77693560.0,8173494.0,304000000000.0
Austria,2005,46.730534,64.37,312.7488,95.27706,170.74123,7.788,106.21872,0.0,0.060184166,3.8119957,431.35013,79091840.0,8229204.0,311000000000.0
Austria,2006,46.67483,62.21,306.0763,89.532005,169.86945,10.388,101.45599,0.0,0.06369972,4.987406,425.86472,76811656.0,8269902.0,323000000000.0
Austria,2007,45.044926,62.83,292.99695,84.708954,163.24307,13.02,104.77595,0.0,0.06853694,5.760387,420.0656,74112260.0,8296949.0,336000000000.0
Austria,2008,44.524986,64.38,293.914,90.68554,158.70348,13.336,107.70809,0.0,0.08463861,5.65175,424.5602,73489910.0,8323250.0,343000000000.0
Austria,2009,33.460773,66.21,271.34467,88.31914,149.56474,13.709,114.21159,0.0,0.13660361,5.457072,409.77243,67306600.0,8345072.0,331000000000.0
Austria,2010,39.34366,67.82,289.54953,96.12812,154.07774,14.365,106.48069,0.0,0.24650778,5.728555,421.55832,72008310.0,8365087.0,339000000000.0
Austria,2011,40.411076,62.2,275.898,90.41807,145.06886,14.595,94.448524,0.0,0.48019886,5.341407,395.86884,69901460.0,8393272.0,350000000000.0
Austria,2012,37.621,68.65,266.2047,86.24141,142.3423,14.975,120.227554,0.0,0.9253566,6.750725,414.4023,67274370.0,8431598.0,352000000000.0
Austria,2013,38.13149,64.55,265.7849,82.00461,145.6488,15.036,114.513115,0.0,1.7060405,8.593873,410.85233,67766776.0,8481411.0,352000000000.0
Austria,2014,35.02138,61.55,251.53233,75.10976,141.4012,14.561,111.09262,0.0,2.1273081,10.418562,394.88925,64165824.0,8547812.0,355000000000.0
Austria,2015,37.999046,61.78,260.52536,79.68095,142.84538,14.884,100.062416,0.0,2.523579,13.034909,396.38324,66357460.0,8644037.0,358000000000.0
Austria,2016,35.44773,64.87,265.0246,83.4219,146.15495,15.308,107.004776,0.0,2.934076,14.013859,409.6511,67217290.0,8737920.0,365000000000.0
Austria,2017,36.564552,67.09,273.69186,90.69854,146.42876,15.748,101.91078,0.0,3.3771002,17.488697,417.56863,69598480.0,8798780.0,373000000000.0
Austria,2018,32.28496,64.67,268.06702,86.86919,148.91287,15.78,99.57964,0.0,3.8498824,15.95487,408.4021,66561692.0,8841652.0,383000000000.0
Austria,2019,33.94468,70.69,276.15015,89.00441,153.20105,14.902,107.61613,0.0,4.48667,19.638197,427.9604,67945990.0,8880875.0,388000000000.0
Austria,2020,29.031853,69.04,247.33371,85.272484,133.02937,14.688,110.29897,0.0,5.3653355,17.836521,400.14407,62175724.0,8921402.0,363000000000.0
Austria,2021,30.161827,66.68,260.53098,90.154396,140.21477,14.338,101.39971,0.0,7.2811704,17.63651,406.03314,65757468.0,8967053.0,380000000000.0
Austria,2022,28.638159,64.25,242.79947,79.12825,135.03307,15.005,88.58539,0.0,9.885484,18.88904,379.76904,61489110.0,9064679.0,399000000000.0
Azerbaijan,1990,1.03507,23.152,255.64853,154.21864,100.39482,0.0,4.902688,0.0,0.0,0.0,260.5512,51318332.0,7231085.0,53235601408.0
Azerbaijan,1991,0.77921,23.4495,245.14902,147.56868,96.801125,0.0,5.2022314,0.0,0.0,0.0,250.35124,50046910.0,7314314.0,53426622464.0
Azerbaijan,1992,0.13956,19.7626,209.22707,114.76804,94.319466,0.0,5.166747,0.0,0.0,0.0,214.39381,56174400.0,7405779.0,41795293184.0
Azerbaijan,1993,0.03489,19.051,178.80655,84.716255,94.055405,0.0,7.173656,0.0,0.0,0.0,185.98021,48406096.0,7504118.0,32486438912.0
Azerbaijan,1994,0.04652,17.571,165.4534,79.247856,86.15903,0.0,5.41129,0.0,0.0,0.0,170.86469,41944856.0,7608896.0,26372096000.0
Azerbaijan,1995,0.03489,17.044,156.04692,78.33483,77.6772,0.0,4.601075,0.0,0.0,0.0,160.648,33309350.0,7719283.0,23188275200.0
Azerbaijan,1996,0.03489,17.085,127.195816,57.388905,69.77202,0.0,4.5448923,0.0,0.0,0.0,131.7407,31242310.0,7830982.0,24026380288.0
Azerbaijan,1997,0.03489,16.836,121.09227,54.654705,66.40268,0.0,5.0623655,0.0,0.0,0.0,126.15464,29842898.0,7936220.0,26436933632.0
Azerbaijan,1998,0.0,17.995,120.87608,51.002594,69.87349,0.0,5.769086,0.0,0.0,0.0,126.645164,31784872.0,8025808.0,28328460288.0
Azerbaijan,1999,0.0,18.176,121.90018,54.654705,67.245476,0.0,4.453226,0.0,0.0,0.0,126.35341,28821594.0,8100472.0,31898574848.0
Azerbaijan,2000,0.0,18.68,127.51921,52.828648,74.69056,0.0,4.5360217,0.0,0.0,0.0,132.05524,29765310.0,8174783.0,34255706112.0
Azerbaijan,2001,0.03489,18.96,123.4054,75.7764,47.594116,0.0,3.822062,0.0,0.0,0.0,127.22747,28415460.0,8251776.0,36862177280.0
Azerbaijan,2002,0.02326,18.68,119.712585,75.99123,43.6981,0.0,5.8960457,0.0,0.0,0.0,125.608635,28570334.0,8326141.0,40295215104.0
Azerbaijan,2003,0.03489,21.26,128.87189,77.9247,50.912304,0.0,7.163306,0.0,0.0,0.0,136.0352,30487584.0,8400529.0,44994637824.0
Azerbaijan,2004,0.010699611,21.72,145.95898,91.375175,54.5731,0.0,7.938951,0.0,0.0,0.0,153.89793,32253040.0,8489875.0,50107478016.0
Azerbaijan,2005,0.037448607,22.84,158.22023,94.38427,63.798508,0.0,8.617157,0.0,0.0,0.0,166.83739,34193560.0,8597248.0,64019173376.0
Azerbaijan,2006,0.037448607,24.51,156.92683,99.77681,57.112576,0.0,7.164729,0.0,0.0,0.0,164.09157,34521828.0,8711380.0,87026409472.0
Azerbaijan,2007,0.05838889,21.82,144.38663,87.84967,56.478565,0.0,6.684496,0.0,0.0,0.0,151.07112,30036786.0,8828316.0,110000000000.0
Azerbaijan,2008,0.045333333,21.62,144.89145,100.50773,44.33839,0.0,6.27205,0.0,0.0,0.0,151.1635,33036510.0,8942637.0,123000000000.0
Azerbaijan,2009,0.04919444,18.85,123.71573,85.81977,37.846764,0.0,6.4466963,0.0,0.0,0.005864695,130.16829,29102576.0,9046336.0,136000000000.0
Azerbaijan,2010,0.048416667,18.67,118.8725,81.58022,37.243855,0.0,9.565477,0.0,0.0,0.001387789,128.43936,27549052.0,9146852.0,144000000000.0
Azerbaijan,2011,0.042249996,20.27,138.35764,89.345276,48.970104,0.0,7.3816075,0.0,0.0,0.0,145.73923,30209808.0,9256154.0,146000000000.0
Azerbaijan,2012,0.043027777,22.97,145.09778,93.76557,51.289173,0.0,4.9930644,0.0,0.0,0.0,150.09084,32773342.0,9376181.0,149000000000.0
Azerbaijan,2013,0.03841667,23.25,149.93509,94.18168,55.715,0.214,4.0584197,0.0,0.002180333,0.002180333,154.21175,33555224.0,9504417.0,158000000000.0
Azerbaijan,2014,0.023833333,24.63,153.42847,98.54446,54.860176,0.278,3.5210145,0.0,0.007856389,0.006230917,157.24129,34348428.0,9631136.0,162000000000.0
Azerbaijan,2015,0.034583334,24.57,167.10146,111.46552,55.601353,0.29,4.409742,0.0,0.012387666,0.012387666,171.82614,34682950.0,9752859.0,164000000000.0
Azerbaijan,2016,0.013833333,24.85,164.51315,109.30647,55.19285,0.279,5.2451196,0.0,0.09449944,0.061036386,170.19234,34727330.0,9868434.0,159000000000.0
Azerbaijan,2017,0.011527778,24.22,161.87666,106.166046,55.69909,0.272,4.6476774,0.0,0.099,0.058814444,166.95396,34698644.0,9968511.0,159000000000.0
Azerbaijan,2018,0.008444444,25.13,170.90749,108.15812,62.74092,0.259,4.6776457,0.0,0.10387111,0.21880165,176.16669,34568500.0,10039778.0,162000000000.0
Azerbaijan,2019,0.007694444,25.95,181.0588,117.89236,63.158752,0.313,4.124769,0.0,0.11651,0.27783138,185.8906,37745604.0,10110486.0,166000000000.0
Azerbaijan,2020,0.004611111,25.75,181.42368,123.66787,57.751198,0.32,2.8088162,0.0,0.12343555,0.2523864,184.92851,36233150.0,10181736.0,159000000000.0
Azerbaijan,2021,0.001555556,27.79,193.5152,128.1744,65.33924,0.308,3.3422816,0.0,0.14444055,0.23916416,197.54944,38292976.0,10234373.0,168000000000.0
Azerbaijan,2022,0.000777778,28.94,205.42244,136.16217,69.25949,0.328,4.160205,0.0,0.15877444,0.21717444,210.28627,40391480.0,10295307.0,175000000000.0
Bangladesh,1985,0.56964886,4.528,46.088886,25.780474,19.738764,0.0,2.185215,0.0,0.0,0.0,48.2741,10189161.0,100253825.0,91717607424.0
Bangladesh,1986,0.8602944,4.8,51.20593,29.070148,21.275486,0.0,1.330645,0.0,0.0,0.0,52.536575,11405807.0,102635570.0,95757516800.0
Bangladesh,1987,1.3543717,5.587,56.455784,34.155926,20.945486,0.0,1.5287633,0.0,0.0,0.0,57.984547,11799727.0,104959291.0,99663036416.0
Bangladesh,1988,1.395065,6.541,62.580406,40.201077,20.984262,0.0,1.9959676,0.0,0.0,0.0,64.57637,13478441.0,107216011.0,102000000000.0
Bangladesh,1989,1.4531916,7.115,66.893814,42.49867,22.941954,0.0,2.7204301,0.0,0.0,0.0,69.61424,13382363.0,109433805.0,105000000000.0
Bangladesh,1990,3.2725887,7.732,71.242424,45.742012,22.227821,0.0,2.6139784,0.0,0.0,0.0,73.8564,14081596.0,111633723.0,112000000000.0
Bangladesh,1991,1.0463045,8.27,68.77666,47.107487,20.622862,0.0,2.477957,0.0,0.0,0.0,71.25461,14752975.0,113787112.0,117000000000.0
